"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","Execution Date"
"TS_ServiceNow","TC_ServiceNow","PostIncident","restrequest","UNKNOWN","","18-Jul-2020 12_38",
"TS_ServiceNow","TC_ServiceNow","getIncident","restrequest","UNKNOWN","","18-Jul-2020 12_38",
